756	642	2
92	1014	3
905	326	3
398	417	3
62	257	2
379	173	5
284	319	3
776	185	4
295	1473	4
405	1387	2
194	651	3
346	174	5
561	319	2
902	1016	2
457	134	5
373	165	5
722	151	5
92	758	1
495	622	2
658	433	4
464	482	5
250	340	4
361	934	3
835	134	3
521	273	3
718	111	4
189	248	4
835	176	4
608	462	4
374	230	5
102	686	3
233	196	5
301	265	4
938	222	5
320	240	3
458	86	5
665	1	4
707	792	4
437	182	2
497	216	3
564	298	3
354	515	3
458	195	4
21	717	1
796	63	3
85	277	2
37	403	5
269	441	1
871	56	5
30	873	1
346	128	2
796	880	3
500	660	2
523	83	5
892	417	3
72	100	5
577	403	4
874	521	5
306	111	4
599	237	5
343	68	1
463	1117	1
409	195	4
624	928	3
46	1062	5
606	28	4
457	401	3
466	682	1
429	483	5
864	628	4
378	731	3
682	1220	4
840	705	4
870	566	2
301	673	4
804	1291	3
848	132	5
334	269	3
635	331	4
796	570	2
457	195	5
788	723	3
305	96	3
654	535	3
332	1210	3
339	151	4
882	181	5
405	557	1
653	291	4
363	180	3
932	566	4
632	22	4
459	1	4
82	603	5
406	476	4
860	332	2
727	363	3
181	840	1
215	195	5
561	582	4
234	265	3
7	447	5
425	300	2
472	378	4
528	250	3
923	713	5
222	69	5
829	198	4
207	742	4
758	1244	3
483	99	3
13	183	4
116	1039	4
343	25	2
308	755	3
390	277	2
359	24	3
425	24	2
592	939	3
497	1047	3
113	303	5
393	761	4
73	748	2
862	484	4
160	237	3
846	1107	4
618	216	3
275	142	2
724	750	2
200	462	4
393	575	2
378	257	4
627	176	5
178	79	4
887	427	5
174	14	5
438	815	5
405	32	1
501	544	4
293	68	3
940	215	2
601	482	4
318	56	3
280	746	4
406	148	3
392	663	4
661	50	5
782	1226	2
338	83	2
738	405	2
454	169	4
315	23	5
450	125	4
940	168	3
650	1149	4
872	1028	3
275	451	3
795	1036	2
405	8	4
130	367	4
244	183	4
853	270	4
695	1024	5
76	23	5
263	31	4
603	50	5
184	1148	3
286	14	4
113	124	3
396	282	4
15	931	1
659	610	3
280	699	4
62	191	5
727	747	2
311	211	3
561	539	1
532	532	3
785	50	5
871	262	3
425	358	4
548	118	5
868	1037	1
730	298	4
380	58	2
90	900	4
916	511	5
296	514	5
145	925	4
233	603	4
85	641	4
60	659	4
198	218	3
533	685	4
207	88	2
666	132	4
271	313	4
466	328	4
30	319	4
181	283	3
101	979	2
843	52	2
387	192	5
234	646	3
745	302	4
175	234	5
109	380	5
342	654	4
545	172	5
311	491	4
846	208	5
249	121	3
314	1063	5
749	398	3
533	692	4
32	475	5
393	1055	4
188	632	5
554	542	3
843	416	2
638	685	4
796	517	2
890	152	4
833	526	4
587	539	3
749	24	2
450	693	3
653	410	1
911	473	3
655	468	3
934	949	3
503	381	5
301	1283	4
17	151	4
686	480	5
866	889	2
889	132	4
455	475	4
405	775	1
750	327	4
168	930	3
244	383	3
886	195	4
542	866	2
629	265	4
85	1103	3
158	978	3
591	86	5
711	89	5
1	70	3
90	218	5
405	1030	1
326	441	2
320	22	5
276	769	1
516	181	4
543	22	3
206	333	4
250	469	4
84	529	5
361	502	4
276	63	3
506	873	4
417	120	2
7	495	5
194	26	3
463	116	5
394	173	5
586	1090	3
138	209	4
896	798	2
524	705	3
151	66	4
535	136	5
846	633	3
902	423	4
447	1142	5
682	1135	2
175	64	5
393	620	4
293	73	2
643	603	5
379	234	5
493	250	4
290	625	4
57	245	4
627	1135	3
398	479	4
347	105	2
280	234	3
825	117	5
379	391	4
94	200	4
26	246	4
602	988	4
606	585	4
10	50	5
321	493	4
385	211	3
313	633	5
658	603	4
264	654	5
312	863	5
305	1	5
405	135	5
276	1483	3
927	222	5
301	77	3
886	153	3
536	487	4
655	509	3
56	747	4
92	702	3
934	650	4
555	21	4
940	628	4
445	100	2
839	277	2
773	268	4
548	636	4
207	748	3
244	651	4
524	466	4
565	190	5
716	504	5
329	515	4
363	816	1
303	650	5
919	1048	3
414	433	5
815	7	4
774	199	4
91	322	4
1	183	5
207	1023	3
23	511	5
907	25	5
7	664	3
765	25	4
416	136	5
669	749	3
766	419	3
543	82	4
943	55	5
427	938	5
416	781	4
244	527	5
617	816	1
194	546	3
718	471	5
437	511	5
339	187	5
409	83	3
790	771	4
682	660	2
928	191	5
922	151	5
60	485	4
82	474	3
373	163	4
163	269	3
246	1220	3
537	290	2
307	257	5
617	531	2
92	106	3
14	382	5
31	306	3
449	224	4
846	575	2
60	618	3
450	455	4
450	11	5
68	50	5
311	5	3
51	83	5
894	50	4
184	91	3
458	742	4
716	70	4
913	4	4
374	120	3
919	245	2
405	55	1
728	323	3
810	243	4
200	169	5
497	441	2
181	1017	1
639	527	4
174	1091	3
474	64	5
136	525	5
747	1045	4
881	259	3
790	216	5
294	148	3
561	458	4
363	7	3
331	1194	3
895	328	4
523	531	5
926	269	5
149	1295	3
167	232	1
694	237	4
200	304	5
838	93	3
288	294	2
7	198	3
498	269	4
406	32	5
270	742	2
393	206	3
244	1107	2
604	218	3
396	125	3
660	87	2
692	168	2
85	196	4
907	924	5
497	1	4
321	615	5
256	291	5
749	209	4
186	550	4
45	926	3
344	118	3
195	60	3
454	258	4
362	350	5
809	245	3
805	259	1
690	396	2
448	268	3
450	478	5
707	1142	1
870	186	4
221	1035	3
296	89	5
715	204	4
393	332	4
624	1016	3
246	561	1
455	42	2
288	272	5
452	203	3
521	73	3
305	49	3
13	504	5
848	654	5
394	210	4
727	1231	3
88	261	5
582	410	3
327	952	2
167	530	5
92	450	2
919	99	4
623	523	4
279	87	1
808	294	5
549	252	3
260	322	4
477	731	4
385	385	1
345	739	4
622	15	4
922	276	3
840	659	5
270	13	4
534	455	5
887	720	5
123	187	4
593	164	4
275	662	3
760	365	5
472	401	4
495	385	3
721	938	3
722	928	3
406	204	5
181	1388	1
637	181	4
361	86	4
655	273	4
299	1119	4
334	99	4
368	17	5
478	327	3
817	117	5
267	408	5
372	1109	4
569	826	3
551	44	4
868	640	5
472	90	5
297	208	4
60	8	3
699	286	3
243	631	4
931	290	2
715	697	2
87	705	4
885	402	3
379	196	4
269	124	5
698	255	3
919	676	4
201	1398	4
221	508	4
896	478	5
655	1192	4
913	317	4
334	161	3
774	597	2
590	754	3
741	582	3
580	147	3
474	513	5
943	218	4
295	155	4
14	524	5
268	158	2
711	483	5
853	292	4
290	1091	2
941	919	5
48	656	4
373	97	3
532	722	3
870	135	3
234	477	1
413	690	4
860	347	4
880	168	3
802	440	3
699	523	2
348	313	5
634	14	3
72	45	5
181	25	5
110	397	3
64	447	4
381	318	5
58	475	5
44	625	3
185	740	4
276	173	5
838	249	4
533	94	4
715	28	5
561	286	4
450	671	3
42	925	4
48	428	4
868	385	2
286	147	5
545	232	3
312	1192	3
343	334	5
49	324	4
328	371	4
213	511	4
114	98	4
5	228	5
942	210	4
295	722	4
798	734	3
234	584	3
70	202	4
200	118	4
326	478	3
573	183	3
297	86	5
312	114	5
450	553	2
579	7	3
331	190	3
374	1150	1
60	64	4
387	168	5
363	691	3
399	291	3
222	51	3
416	412	2
303	636	3
284	900	4
452	187	3
200	140	4
339	131	5
883	26	3
110	68	2
174	364	1
379	195	3
487	50	4
470	246	2
64	232	2
303	482	5
848	530	5
151	52	5
942	878	4
378	295	3
216	569	3
347	288	5
60	492	5
795	151	3
593	318	5
21	262	4
279	1489	3
780	660	3
7	378	5
652	275	4
291	21	2
796	478	5
932	650	5
15	459	5
13	891	1
524	1421	5
326	449	3
472	41	4
145	597	4
389	176	4
354	847	3
896	468	2
727	222	3
773	588	1
6	486	4
345	737	3
814	413	2
896	203	5
2	311	5
254	172	5
13	273	3
932	506	4
152	167	5
83	265	5
325	93	4
889	833	3
727	260	1
85	190	4
548	271	3
666	192	4
650	218	3
734	705	4
161	654	3
937	285	4
1	125	3
334	8	4
135	38	3
664	183	3
503	488	5
804	81	4
537	613	3
580	282	5
141	880	1
94	216	3
269	161	1
875	195	4
291	401	4
934	617	4
184	95	4
339	258	3
878	736	5
125	204	5
357	258	4
497	227	2
716	432	5
22	996	1
561	222	3
747	705	5
417	190	5
221	384	3
869	412	5
846	396	5
363	408	5
7	595	2
271	356	4
252	14	4
178	471	4
854	19	3
450	470	5
181	985	1
92	50	5
879	117	4
843	234	4
639	170	4
887	760	5
681	990	4
417	421	4
773	940	2
456	380	3
10	702	3
83	640	2
328	823	3
314	366	4
741	475	3
514	65	3
127	901	5
102	235	3
417	29	2
546	53	5
417	210	3
653	395	1
436	762	4
343	930	1
451	259	4
838	596	5
194	997	3
417	117	4
790	97	2
558	275	4
761	235	3
13	850	4
250	200	5
1	128	4
747	887	5
870	23	4
109	834	3
142	294	3
727	125	4
393	449	2
117	7	3
872	294	3
569	121	3
682	735	4
727	278	2
594	100	4
77	357	3
51	496	4
331	268	5
210	657	4
405	997	1
721	199	4
321	478	4
805	274	2
796	209	3
601	58	1
548	882	4
703	1	4
406	657	5
933	233	2
885	1	5
234	280	3
727	755	2
387	1018	3
561	9	4
743	269	4
533	193	4
57	125	3
83	66	4
363	195	4
7	96	5
89	236	5
894	148	3
894	324	3
378	203	4
279	146	1
125	780	2
399	809	3
880	42	5
236	756	1
690	1028	4
826	1	4
504	1421	4
650	496	4
829	462	4
881	8	4
773	53	3
535	603	4
276	179	5
76	1048	2
755	328	4
721	581	2
49	428	5
908	709	4
330	225	4
792	118	2
724	300	3
506	137	2
1	100	5
157	313	5
234	1010	2
740	258	3
567	1021	4
921	380	4
327	381	4
537	1065	1
429	627	2
650	231	2
851	1105	4
288	887	5
398	1	5
201	684	3
878	216	4
417	411	2
276	303	4
758	1022	5
16	705	5
370	238	4
321	8	4
927	229	3
435	924	3
28	50	4
346	325	1
11	428	4
680	24	4
719	423	3
54	1016	4
315	93	5
112	303	4
347	820	2
650	182	3
294	293	4
49	171	4
343	274	3
280	571	3
804	748	4
854	1011	2
843	175	4
804	231	4
148	172	5
217	181	1
188	742	5
235	211	5
299	209	3
933	174	4
531	289	3
697	596	4
568	530	3
271	602	3
305	183	4
199	687	1
852	127	4
823	174	5
560	319	4
764	227	4
92	40	3
178	273	3
298	502	5
263	526	5
407	796	2
561	462	3
591	202	3
234	125	3
756	409	2
307	431	4
222	475	4
327	72	2
222	111	3
121	582	2
657	9	4
592	117	5
828	512	5
864	969	4
304	343	3
804	504	3
629	326	3
483	107	3
697	270	5
634	678	2
83	977	3
402	228	3
533	405	3
145	687	2
846	665	4
7	642	3
145	1009	2
889	411	2
848	357	5
414	325	3
910	684	4
209	1086	4
567	357	2
897	235	3
110	2	3
373	2	4
49	161	1
533	651	4
397	474	5
213	194	4
921	82	3
710	294	3
700	180	3
250	100	5
305	326	2
506	218	3
624	1114	4
654	845	4
26	1013	1
398	684	4
207	805	3
699	269	4
467	293	4
178	588	4
537	1166	2
524	1454	3
933	578	1
543	169	4
601	259	1
85	435	4
351	538	4
292	127	5
225	705	5
904	278	5
130	949	3
236	185	5
396	245	3
177	11	4
433	322	2
486	269	4
843	154	3
484	742	3
738	22	3
344	222	4
466	2	1
655	165	3
308	509	4
178	90	3
528	751	4
465	87	4
924	1400	4
588	231	4
425	222	5
870	87	5
279	990	1
276	257	4
582	1215	4
417	181	3
853	1025	4
854	250	4
870	642	4
401	173	3
786	385	4
616	689	4
452	195	4
886	1046	2
234	268	2
613	28	3
207	248	3
551	28	4
509	294	2
286	1074	4
632	432	3
99	763	5
650	434	4
269	1188	1
52	93	4
783	300	4
758	288	4
255	436	4
115	12	5
416	765	4
117	282	5
586	742	3
518	288	3
429	98	4
284	306	4
624	1120	4
847	141	3
704	172	2
894	678	3
874	20	3
648	441	3
487	333	3
885	209	2
709	546	4
851	336	4
886	789	3
938	864	4
249	28	4
432	257	5
918	1171	4
521	210	3
346	240	1
524	1048	4
6	500	4
487	658	4
435	141	2
653	657	4
469	499	5
141	872	1
406	487	3
621	780	4
430	264	2
487	692	5
268	579	1
715	234	4
788	540	3
728	471	4
379	79	5
1	146	4
1	200	3
778	238	3
582	50	5
776	635	4
806	789	4
178	232	5
591	216	4
591	56	4
496	222	3
838	175	3
887	410	4
878	82	3
58	1006	2
442	64	5
653	187	4
536	274	4
654	70	4
141	407	2
246	238	5
655	1645	4
621	779	3
450	1311	4
621	395	4
246	98	4
141	274	5
500	393	3
207	129	3
394	183	4
83	255	5
862	222	5
353	316	5
896	473	2
272	183	4
2	295	4
406	478	4
608	22	4
41	202	2
622	100	5
454	316	4
521	181	4
104	347	2
715	33	3
612	243	2
308	21	3
935	237	5
115	282	4
908	654	3
693	188	2
314	173	1
389	160	4
395	21	3
405	350	1
790	15	5
347	177	5
158	22	5
276	1407	1
181	1318	1
207	716	3
850	28	5
790	85	3
321	709	4
450	471	4
429	435	4
286	683	5
293	174	5
429	772	3
754	744	3
94	181	4
866	315	4
541	553	4
349	412	1
234	20	4
346	196	3
790	561	3
405	313	4
130	183	5
658	56	5
303	940	2
234	524	3
100	900	4
437	1075	4
94	553	3
562	550	4
201	467	2
54	595	3
659	367	3
64	520	5
450	216	5
699	1615	3
94	928	3
206	308	2
534	282	5
181	299	1
885	154	3
638	185	5
533	580	3
334	1011	4
451	294	5
10	60	3
923	763	4
593	26	4
551	616	5
900	471	2
727	219	3
144	1286	4
555	505	4
267	665	4
607	137	4
796	794	4
436	96	4
887	1035	5
268	153	5
660	996	1
313	485	3
81	124	3
489	876	2
13	186	4
160	169	4
91	480	4
669	192	5
263	661	5
752	322	1
827	938	3
654	147	3
13	675	5
779	1028	4
174	65	5
73	286	4
73	285	4
425	27	3
50	123	4
682	738	3
846	294	3
41	97	3
13	163	3
386	281	3
113	322	3
450	110	4
347	252	2
268	762	2
456	743	2
919	628	3
276	452	3
855	86	2
269	756	1
881	56	1
23	124	5
643	4	4
510	261	2
217	68	3
835	234	5
16	947	4
416	96	4
145	50	5
933	710	2
207	1102	3
189	173	5
571	657	4
788	294	3
790	664	3
747	30	5
267	238	4
903	1067	2
878	1065	1
770	93	5
291	1139	3
238	294	3
438	619	4
320	453	3
115	471	2
214	249	3
504	563	3
230	71	5
537	195	3
303	9	5
425	32	3
809	322	3
464	286	3
373	393	4
141	472	5
391	168	4
141	676	5
153	127	3
567	487	4
254	679	2
398	607	3
125	120	1
347	693	5
476	430	4
795	42	3
435	381	4
380	238	3
711	1160	5
405	972	1
846	511	5
141	294	4
694	427	4
406	151	2
429	147	2
883	349	2
916	89	5
145	740	2
678	181	3
405	1006	1
537	52	3
474	606	3
378	778	3
74	7	4
773	790	3
70	1133	3
676	132	5
798	719	1
821	845	5
409	339	2
886	449	3
168	1051	4
666	182	4
615	523	5
592	282	4
344	106	2
9	340	4
17	221	2
378	577	2
345	742	4
131	137	1
395	215	5
385	794	2
90	604	5
301	864	4
790	402	2
95	48	4
805	142	4
318	403	2
267	324	3
781	135	5
599	260	1
136	42	3
305	582	4
183	1217	3
848	89	5
308	525	5
566	419	2
373	380	4
560	617	3
328	97	3
751	1007	4
378	635	2
889	696	3
450	67	3
696	313	3
861	286	4
307	210	2
7	498	5
645	4	4
428	750	5
844	549	3
13	908	1
541	151	3
659	73	4
919	298	3
626	313	5
189	652	5
378	930	2
543	742	3
899	98	4
223	819	3
889	979	3
689	50	5
293	939	2
622	181	5
339	528	5
473	127	5
397	174	5
405	73	5
62	111	3
804	174	5
711	91	4
518	471	3
271	311	3
537	317	3
189	89	5
846	602	4
655	724	3
632	705	5
648	215	2
892	135	5
640	22	4
437	721	2
652	96	4
11	742	3
53	250	2
712	692	5
796	191	4
804	402	3
843	569	1
378	182	4
211	127	4
24	173	5
398	1450	5
483	480	3
503	275	5
587	340	5
697	1047	3
445	327	2
13	783	3
416	501	5
718	926	2
538	98	5
711	301	4
474	141	4
738	527	5
198	531	5
49	1069	3
882	69	5
666	282	3
921	797	3
251	24	3
721	937	3
339	1017	5
940	1137	3
188	553	4
279	89	4
817	840	2
469	487	5
921	484	3
497	73	3
724	269	4
210	185	4
574	896	2
87	228	5
345	282	3
523	186	3
280	755	2
52	258	5
181	1287	1
380	479	4
450	661	3
405	996	1
301	156	4
56	114	4
238	815	2
1	15	5
536	283	3
250	582	4
253	966	5
334	50	5
358	65	4
187	435	4
370	50	4
721	735	4
735	286	5
82	133	4
637	300	3
297	222	4
234	163	3
299	480	4
690	781	2
343	88	4
164	331	5
159	195	3
911	87	5
553	186	3
262	443	3
95	402	3
942	322	3
207	291	3
577	1	5
836	880	4
936	405	2
30	688	3
116	325	3
682	66	3
618	22	4
880	208	5
318	735	5
712	191	3
198	153	4
682	476	1
931	306	4
234	781	2
782	687	2
535	56	3
534	685	3
663	319	1
486	1176	3
747	517	5
493	170	3
63	1137	5
435	926	3
506	324	1
311	192	3
537	65	3
655	741	3
875	333	5
729	689	4
257	301	3
7	674	2
867	51	3
15	690	4
506	50	5
82	826	3
39	352	5
193	159	4
639	66	3
470	268	2
85	451	4
65	239	5
308	1135	4
345	498	4
532	1189	5
174	100	5
880	793	4
805	747	3
450	77	4
737	47	3
833	1006	1
781	205	5
702	229	4
255	982	2
157	25	3
563	781	4
189	479	5
790	364	2
267	364	2
406	638	4
621	184	3
701	316	5
179	331	2
833	33	2
5	380	3
452	609	4
901	949	3
833	434	3
485	538	3
907	427	5
864	288	5
870	496	5
456	191	3
738	257	3
907	1220	5
94	1206	3
521	566	3
136	9	5
321	135	4
932	154	5
640	189	5
456	1008	4
851	12	4
892	144	5
756	92	3
416	172	5
139	246	4
564	127	4
682	685	3
795	402	2
499	887	5
786	280	3
409	499	3
354	9	3
328	12	5
279	186	5
506	403	4
449	1010	4
13	439	1
119	313	5
21	243	2
784	331	4
880	8	4
286	379	5
290	161	4
183	210	3
347	95	4
221	391	3
128	380	4
576	137	3
87	519	4
269	522	5
200	866	4
303	404	4
297	596	3
394	386	3
428	988	1
457	145	3
262	255	3
488	190	5
901	121	4
491	23	2
303	194	5
271	435	4
761	877	2
593	100	5
838	24	4
943	9	3
592	184	5
179	271	1
525	15	4
864	215	4
844	432	5
747	129	5
500	94	2
181	820	1
393	172	5
1	239	4
506	274	4
219	568	1
766	474	5
405	1566	1
104	257	4
749	586	4
480	175	3
670	657	5
542	47	5
806	249	4
264	1118	4
303	262	5
250	98	5
230	699	4
450	3	4
871	883	3
548	185	5
401	1009	4
889	737	3
827	329	3
268	561	3
897	393	4
271	518	4
450	1036	2
655	521	3
645	403	3
717	293	5
327	533	4
707	730	3
455	257	4
18	190	4
7	187	4
417	1091	3
665	301	4
937	508	1
530	156	4
843	413	2
435	824	1
124	616	4
514	746	5
230	628	3
198	1094	1
452	520	3
405	1444	2
337	121	5
404	331	3
642	468	3
606	265	4
634	840	2
436	186	3
450	154	3
326	419	3
804	23	4
782	1387	3
181	1163	2
92	134	4
867	528	4
805	45	4
405	433	4
366	218	3
764	28	4
635	268	5
85	428	5
590	6	5
429	665	2
62	127	4
42	403	3
436	581	4
776	135	4
918	645	4
95	219	4
889	705	4
416	603	5
151	143	5
346	831	3
629	202	4
363	719	3
500	39	4
355	242	4
178	873	3
463	253	5
617	219	4
380	433	3
140	319	4
775	315	5
671	237	5
749	234	4
749	483	4
13	910	2
73	479	5
315	173	4
69	265	4
930	1	3
463	689	2
450	951	4
340	378	5
6	511	5
164	125	5
634	762	3
682	728	3
495	208	5
276	174	5
373	1230	3
315	651	3
106	162	5
907	686	4
327	357	4
230	121	4
23	549	3
884	285	4
484	732	5
181	235	1
18	151	3
128	553	3
880	1210	4
894	179	5
622	472	3
235	747	2
752	340	4
13	141	2
158	163	4
303	42	5
331	1017	2
72	188	4
453	98	4
942	539	3
487	280	5
704	435	4
290	568	3
198	118	2
99	472	3
592	261	1
844	260	1
109	356	4
109	238	2
830	231	2
701	269	5
271	423	4
474	209	5
416	532	3
387	29	1
276	583	3
370	480	4
115	177	5
756	100	5
804	636	3
479	182	4
538	42	1
843	211	2
478	17	2
253	751	3
178	195	4
530	174	4
375	5	4
450	204	4
236	420	4
458	237	4
406	86	4
60	23	4
709	183	5
332	342	4
108	21	3
352	156	4
26	831	2
574	312	4
85	14	4
253	1468	3
620	834	2
180	469	5
806	128	3
389	501	5
109	1222	4
931	471	3
518	458	3
524	239	2
870	219	2
556	286	4
851	1254	1
393	763	5
943	204	3
213	475	4
125	864	3
130	538	5
405	923	2
145	1216	2
34	332	5
85	232	3
276	1081	3
669	531	3
453	276	5
592	963	5
314	105	4
429	530	4
313	200	3
644	255	4
666	529	5
883	256	5
659	649	3
426	483	5
96	423	5
216	7	5
521	1059	1
601	173	5
846	716	3
592	1082	3
54	181	5
883	49	3
210	195	4
91	56	1
295	1	4
552	121	4
498	136	3
562	1126	4
450	571	2
279	517	4
805	162	2
177	651	3
489	324	3
269	142	1
7	136	5
280	1048	4
468	662	4
187	70	4
200	89	5
493	1	3
889	435	4
330	28	5
196	1022	4
318	1030	2
450	741	3
770	253	5
251	151	5
382	252	2
417	257	3
712	1074	3
526	277	2
271	591	4
64	48	5
5	243	1
472	204	5
654	367	4
13	654	5
63	748	4
292	320	5
729	272	4
184	92	3
201	792	4
450	1048	3
405	385	1
200	318	5
344	1050	3
864	732	4
374	637	4
592	286	5
279	63	3
407	371	2
83	204	5
650	22	3
381	281	2
208	56	2
771	286	2
249	210	3
533	724	4
60	419	3
417	245	4
294	1088	1
707	770	3
244	707	4
894	1005	5
405	523	2
634	340	4
286	139	3
624	689	3
878	855	3
409	854	4
236	273	1
327	86	4
151	736	4
102	448	3
763	972	3
11	558	3
267	622	3
807	510	5
18	654	4
194	661	5
374	385	4
870	462	4
267	2	3
495	1079	5
486	818	3
747	190	4
332	831	3
437	1098	3
875	8	3
286	597	3
653	658	2
312	511	5
773	855	2
870	505	4
447	56	5
475	303	1
930	107	3
294	260	4
634	763	3
896	97	4
315	187	4
777	15	4
640	33	3
506	233	4
269	445	3
638	431	4
459	685	3
181	1277	2
453	288	4
764	276	3
916	824	3
813	270	5
619	391	3
749	182	3
325	492	4
313	684	4
260	891	5
151	420	5
887	588	4
393	215	4
775	331	4
366	234	1
94	700	2
458	546	3
301	610	3
95	227	2
430	1347	5
344	628	4
567	12	4
217	22	5
889	173	5
354	238	4
608	195	1
413	327	3
6	474	5
796	873	3
424	304	4
41	135	4
265	742	5
747	479	5
770	678	2
387	178	3
373	633	4
337	230	5
689	111	3
552	1014	4
293	303	4
833	1017	4
435	665	3
582	472	4
293	924	2
325	475	4
332	934	2
380	177	3
620	758	2
889	71	3
833	928	2
493	886	2
737	171	4
268	1046	3
506	603	5
524	955	1
13	870	3
246	219	5
61	294	2
308	496	3
587	271	4
92	1207	3
328	546	3
94	722	2
60	411	3
89	235	5
847	176	3
562	636	2
632	172	5
447	25	4
135	939	4
886	591	3
648	103	1
119	132	5
339	428	5
344	486	4
6	427	4
429	1012	3
660	313	4
279	470	3
270	156	5
826	1409	2
578	246	2
450	131	4
373	528	3
296	469	5
871	270	5
627	521	2
507	894	5
279	509	3
561	611	5
227	137	5
748	153	4
456	218	4
601	504	4
574	319	5
442	986	1
91	510	3
334	475	4
286	235	4
543	469	4
62	652	4
271	866	4
798	1285	3
387	526	4
354	676	5
130	105	4
936	1241	4
721	306	3
109	597	2
899	483	4
618	1163	2
437	1006	3
457	368	1
35	879	4
447	265	4
927	91	4
500	7	5
660	746	4
665	69	5
328	1439	3
606	211	5
864	603	4
910	222	4
890	479	5
561	362	2
363	1009	2
200	358	5
588	56	4
62	464	4
913	216	4
707	517	3
184	126	3
262	411	2
568	954	2
301	465	4
1	219	1
98	502	2
207	787	3
268	198	4
336	999	2
943	559	4
787	271	1
318	194	5
890	447	3
653	232	2
269	302	3
248	187	3
548	597	4
40	1038	1
864	7	5
828	463	2
499	100	4
222	148	2
28	164	4
43	140	4
846	391	3
293	657	4
705	720	5
861	531	4
320	291	4
486	515	5
333	98	4
609	285	5
773	924	1
642	365	4
479	385	2
49	546	1
823	141	4
504	517	4
271	116	2
921	294	4
650	50	5
86	259	4
130	939	4
422	1	3
256	452	4
508	73	3
30	1007	5
345	81	4
224	873	2
537	399	2
378	292	3
504	739	3
106	828	2
237	190	4
110	732	3
108	294	4
921	274	4
130	1210	2
747	292	4
214	179	5
416	105	2
113	742	3
331	69	5
552	15	3
797	340	2
262	86	3
60	185	4
14	168	4
109	7	4
712	783	3
188	121	4
450	89	5
835	97	5
216	11	5
454	118	4
601	318	4
429	73	3
144	237	4
70	399	4
224	1053	3
678	147	4
148	969	4
15	285	4
551	366	5
901	144	5
378	1311	4
917	268	4
416	268	4
709	293	4
518	106	5
747	403	5
504	548	2
738	64	4
47	301	4
230	238	1
249	174	4
546	895	3
244	193	4
174	278	5
413	273	2
848	739	5
308	223	4
660	1411	2
763	588	4
682	24	4
23	227	3
561	210	3
642	581	2
5	404	2
94	741	4
748	97	4
293	479	4
119	257	4
830	174	5
543	516	4
99	25	3
551	85	1
541	257	5
459	332	3
664	659	5
349	823	4
692	1023	2
846	1530	2
4	324	5
97	429	4
467	93	4
6	221	4
582	222	4
456	161	3
474	186	4
537	741	2
94	864	2
385	458	3
280	245	3
504	205	3
49	358	1
181	1393	1
380	587	4
921	560	2
601	21	3
830	205	5
806	1048	3
313	1	4
345	781	3
667	475	5
222	739	4
397	7	5
843	252	3
899	195	4
663	23	4
253	117	5
